emotion,content
sad,"@nigs Ah so 15 months. I'm sure he is advanced, and it's not you being biased  they seem to grow up faster these days - now I sound old!"
neutral,@ashleyluvsjbvfc LOL how many stalkers today?you just love getting creepy stalkers
happy,"Getting somewhere with my first &quot;real&quot; KiokuDB and catalyst app, yay"
happy,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus
amazed,@llJessicall What did you get?  My day is alright.. haven't done anything yet. leaving soon to my stepsister though!
happy,@robinmatthewfry thats great I'll make sure I get a copy
neutral,@c_j_davies Maybe it's time for Judith to step up to the plate then
neutral,@LisaHopeCyrus xD  hello that's an important date!
happy,#SanctuarySunday fav character @pegasusangel has to be Ashley!  Why? cause she's awesome
neutral,it's mother's day...i already bought and gave my mother's day present to my mother.
sad,@scouserach Not today Rach
neutral,@berdtwit Thx 4 sharing!
happy,@sammihouse  awww lol yh it is worth it-  mcfly are worth it 2  eekk
amazed,"@ksymmonds @lcaller Sorry to have missed it. Yes, I'm a lazy bastard  Up, but still not dressed"
amazed,@PsychicRadio Thabks! This made me feel very special!
happy,"So, I finally got my but on Twitter. Let's hope I make good use of this site"
neutral,morning(ish)  hows everyone?
neutral,"@xo_mcflyandjb in heaven, i'll go everywhere"
happy,"@travelrants that's cool, I'd be happy to contribute to any future articles. Enjoy the rest of the weekend"
neutral,"@gracechareas Okay. Are you still out? If not, how was dinner?"
amazed,Round and Round the Garden: The amazing thing is that he's still talking to me!  http://rly.cc/JNFwN
neutral,"@alexandraxaxaxa Alright, I'm coming  get another spoon ;)"
happy,Proudly watching my film  http://bit.ly/dP2Uh
neutral,Happy Mothers Day  even though its not in the uk lol
neutral,"@ChimeraX *Hand up* Me, I'm going  #localgovcamp"
sad,OOPS I meant 9412tr sorry lol
happy,Migrating a Sybase ASE SPARC Sun Solaris based into a Solaris x86 based. That should be fun
neutral,Changing Guitar strings.. Getting Ready To Perform 'THE CLIMB' at my cousins birthdayy
happy,Just finnished my Double Cheeseburger. It was good  Ready to watch the Spanish F1
sad,Round and Round the Garden: The amazing thing is that he's still talking to me!  http://tinyurl.com/dx8as4
happy,"Yay, a live demo of Rhodes. Loving this more and more  #euruko"
amazed,@familyguyonline thanks for following !
sad,@michaelmagical Oh its dinner time here. still sulking over missing your fillet min   *sob* so having tea &amp; toast
amazed,@andistancu Un mesaj de eroare: ForbiddenYou don't have permission to access /photo/3180758.jpg on this server. Am ghicit?
happy,"@Sweet_Libertine um, glad you enjoyed it..."
amazed,Yesterday was the 1 year anniversary of the best day ever! YAY MCR!!!!
neutral,@jessicasimpson http://twitpic.com/4wb8q -  Gooood
neutral,@j4mes_c ive sorted it now operating system and all apps are on a seperate 60gb drive
happy,@ScottRhodie so you liked it. Glad to hear
amazed,has finally started his serious revision - has just completed an english BG mock
amazed,@thebeaddoodler You are welcome  I love cute stuff!
neutral,@teabot Use the facial recognition feature in iLife '09
neutral,@Bellisma can we please?
sad,@sassyback you were right about karla not the best movie made
neutral,"@KristySlater this has been like the never ending story....all I seem to be doing is packing and now unpacking!!! Soon over, great here"
happy,@Jennifalconer I was happy to see on Something For the Weekend that Flight of the Conchords is back on BBC4!
neutral,@ficklampa Isn't MSN in this case a lot easier? Hahaha!
happy,"@brazilianlinda Whoops, totally read that wrong. Ahem. Yes, I am participating in the 10 day may madness. My ebook is up there."
happy,cleaning day!
neutral,happy mother's day to all moms and pseudo stepmoms
happy,@langfordperry woah in the uk it isn't mothers day werid! I've been watching friends all day helps me revise. Oh and 17 again is awesome
happy,learn to fly higher...!  http://tinyurl.com/30tools
happy,"just got back from footy, thankgod eagles won"
sad,"Enough already about Wolfram Alpha: The Next Google, Or the Next Cuil? http://bit.ly/6HESZ"
happy,@MizFitOnline @lance02 Morning!  Happy Mother's Day Miz!!!  Thank you Lance!!!!
neutral,@kevinmoreland) hello
neutral,is looking forward to revision sessions in cassio park/cafe nero depending on the weather with @mikey_montana  x
amazed,omg! i didnt even know my friend knew @ijustine !!! lol its a small world
sad,@leeye yep trying to beat the cold winter. Morning swim is always refreshing~ good start of day
neutral,"Twitter is kinda confusing , but fun"
happy,"just finished some Sunday cleaning, waiting to read the next chapter of Kiyosaki's book so i can hire a cleaner"
neutral,@breatheprod Maya Kibbel DOES NOT have a facebook or myspace page
happy,@Jae878 aha thanks Jae
sad,Finally going to bed after staying up reading the script for &quot;Remember Me.&quot; So sad but sooo good! Happy Mother's Day to all the Mother's!
neutral,Spent some time with the Guild Wars 4th birthday update. Menagerie is a welcome new feature... For Rangers anyway.
neutral,"mcflys bus driver told my dad yday that dougie is smitten with frankie. AWWWWWWW. also, we are going outside to have a lawn party  LOL xx"
sad,@codelust @prolificd caught me at lunch today... you were correct of he stalking me
neutral,"@FaveColourPink  And to you too, how are you today?"
happy,work 7 to 4.... happy mother's day!
happy,"finally finished my mom's card. took so long getting all the pictures! it looks good though, i'm happy &amp; can't wait til she sees it"
sad,Dans public transport again and have decided it's just everything north of London that's utter crap these southern trains are alright
happy,"@dalekwidow I'm hearing lots of good things about the new Trek movie. I'll see if my Dad, &quot;a fellow Treky&quot;, would like to see it"
neutral,"@goibhniu Yeah, I agree. it does.  BTW, check out !linuxoutlaws. ;)"
amazed,Just woke up and catching up on the nightly tweets!!
neutral,@luebue thanks + agree  http://bit.ly/7vIKc
neutral,suivez moi  (=  follow me everybody
neutral,@zjelektra that's how it is supposed to be and sometimes we get too busy to recognize that but always family after God
neutral,"@rustycharm seems that you, @samnzed and I are all ex-baristas!  Commonalities ftw!"
happy,Happy Mothers Day to all the beautiful mom's out there  A day to cherish the best women in our lives
neutral,@NicoleMissNikki -HI lady! sorry for the delayed response. appreciate the luv.will be in T.O this month.. hows everything going with you?
neutral,@nomaditation  oo? u?op ?p?sdn ??d?? ss???sn s??? u?????? ???? ? 'p??? o? p??? ?no? ?u?u?n? ?q ?o?p? u? ?o ??o? ???? ?oo? o? ???? o? ?sn?
happy,Hey mates. I just came home from the beach.  I'm hella tired. It was a 4-hour ride.
neutral,"@krissysalisbury Morning, that's not mean, that's just smart"
happy,"watching #f1. I live near Montmelï¿½, I'm so excited about this race"
neutral,"@bopuc Kinda the same here, maybe just a damn good coffee? Same dilemma, tho."
neutral,Happy Mothers Day to all your moms!
neutral,@PeterPaega You better believe it!  @tigers09champs and I wouldn't miss it for the world!
neutral,Stupid alarm!! LOL Morning Twiits.....
sad,"Last night, bad guys tried to enter in my garden . I was alone and I really got scared. Now, i feel really stupid. NOT FUNNY"
happy,Had such a boss night out.
neutral,@Documentally he was always a bit smug as a whistle-blower. The 9-11 denial stuff is pretty spectacular too
happy,Happy Mother's Day to all my favorite moms.
happy,@looosie Agfest? it was pretty awesome.. loads of people were there lol
happy,"@joechacko thx! i became IBM Master Inventor in 2008. really enjoyed your blog, particularly with the vegan tag"
neutral,"Listening to Apparat, about to make bacon and eggs.  Surprisingly functional this morning"
sad,@dangerjoe hey Mr Danger!!!
happy,Had a great talk with Tony this afternoon... we're going to give it another go
happy,"For US tweeps, don't forget to call your mom today..."
neutral,Almost lunch time
amazed,Happy Mother's Day!  @&gt;---&gt;---&gt;--- A rose for YOU!
happy,@Rebekah_Mcfly how cool will that be  she is so nice!! Bless her=] so what ya upto? Love you (L) XoxoX
happy,mOod. was way too much fun. lol..  I lOve to dance TEchno !!! &lt;3 ... life.lOve.stress &amp;&amp;. set backs &lt;3 gnite
happy,feels like warm things
happy,"just woke up, hopefully going to see the Xmen film today?"
neutral,@Terry_Allison Catch you later Terry....
happy,Happy Mothers Day to all you mom out there
neutral,waiting for my mum to come back with me pasty
happy,"3500 downloads for quickpwn 3.0b5 with cydia, Thanks for playing"
happy,"Ahh, sunshine.  Just deleted 404 spam emails from 2 days - now off to BBQ in sun  wonderful..."
neutral,Is it OK to send iFlowers to your mom for Mother's Day trough this iPhone app? http://tr.im/kWnX
neutral,"&quot;you said &quot;darling what happened? did I fall asleep, and you carry me home? Cuz I know I wasn't here&quot;&quot; Goodnight twitterererers"
happy,"@AbbeyEmm Haha. If you like him, then you should go"
happy,Its a lovely 58 degrees right now at 7am.  amazing. Enjoy melting vegas. :l
happy,@natburleson nope  husband is golfing &amp; tornado &amp; I are playing. Im so spoiled everyday. esp LAST sunday (tattoo )
happy,@astaldoia definitely something with eggs  Yummy
sad,"Happy mothers day to those of u that are mothers, and happy mothers day to all of your mothers      I miss my mom...."
happy,"Yay, I should be able to make it to 700 updates tonight  lame compared to other ppls i know lol"
happy,@bobbinrob SPARKLY PEEN FOR THE WIN! It solves all of life's problems
happy,"@btillo Hehe ! Thanks for your advice  I choose the shoes, only three of them, so hard !!!"
happy,"@LennyKravitz - Hey, Lenny, we are waiting you in Bulgaria again soon! The concert last year was... OMG!"
happy,@PeaceDiva Nice! What r ur plans for 2day? Oh n Happy Mothers Day if u happen 2 b a mother
happy,Sunday morning and i realised im a film snob  as it said on MSN entertainment
happy,jolly good last night
happy,My laptop grew speakers. Now I can watch Charlie with the sound on
amazed,Chillaxing in Hyde park
happy,@llJessicall SOunds goood!
neutral,"@red_hawt So, how's the fitness regime coming along hehehehe"
happy,"@TimmyTenga awesome, I'm looking at sourcing some as well."
happy,And I am off to my sister's to partyyyy!
neutral,"the sun is out, can you believe it"
neutral,@lindseyrainbow save me one
happy,.. good morning peoplee  looks like it's going to be a nice day today! better than last week it was raining =(.
happy,http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best
neutral,Just made breakfast for her mom
happy,"More beans on toast for breakie! Gotta clean my room and study for final Cisco exam, then watch #LOST . Can't wait!"
happy,@agoodstein @timknapton what good role models...  i like how yinz think!
happy,@sarahjpin Good work.I've only just managed to turn my studio on... I envy your productivity
neutral,@DawnMarieH Excellent!  You got a name for him yet? Don't forget to twitpic him.
neutral,@jamsyyy @sheeradjafar My class will be at Chem Sc building. Will see the both of you after 5 yeah?
amazed,@ashsimpsonwentz http://twitpic.com/2sw4v - i love BOTH your hairsss
