emotion,content
happy,"When tears r inappropriate: 'This day is holy to our Lord. Do not grieve, for the joy of the LORD is your strength.' Nehemiah 8:10 NIV #joy"
sad,Let's get drunk and tell each other things we're afraid to say when we're sober.
sad,"@FatedDancer ~together.' Hermione  lowered her voice slightly, sounding somewhat  bitter, perhaps even  rueful. 'That would only get you~"
amazed,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is
sad,My name is John Locke and you can't tell me what I can and can't do #lost #ã‚¢ãƒ‹ãƒ¡
sad,ya boy gets mad tired of pine trees
neutral,i wonder how a guy can broke his penis while having sex? #serious
sad,"@NianticLabs .... For example, catching a gloom would yield 6 oddish candies and catching a vileplume would yield 9."
sad,@markoheight @Cassie_OB we sound like vampires saying we wanna sink our teeth into the TT lads and their talents ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
sad,i love the word fret so much and im in heaven
sad,"Marcos Rojo Marcos Rojo running down the wing. Loved by the blues, feared by the reds"
neutral,Are you serious??
sad,@rickygervais my first time in Slough so checked out the new station floor  #LifeOnTheRoad
sad,#PeopleLikeMeBecause of some unknown reason but I try to discourage it
neutral,Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016
happy,@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity
neutral,@TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.
sad,"@beIIrkes Es, I'm serious 23/8"
neutral,Do not be discouraged by a slowing sales market. This will test your business model and pinpoint #strengths and #weaknesses.' @Ken_Dunn
neutral,When you get lost in a neighborhood and have to use the gps on your phone to find your way out. #lost #GoogleMaps #blondmoment
happy,TGIF! Hope everyone that needs to find #recovery can and that our friends stay #sober this weekend! @REBOSTreatment @BlvdCenters
sad,@pxrfectpeach it's got her little pout
sad,it didn't impress me but it didn't depress me'
neutral,The #pessimist complains about the wind; the #optimist expects it to change; the realist adjusts the sails.' - William Arthur Ward\n#IGNITE
amazed,"@littlemore20 I had a nice Italian ice-cream whilst resting my tired paws. Honey flavoured, naturally! #FurryTails #lost #Venice."
sad,I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny
neutral,How much time should I give to my friend who lost his laptop to mourn before I can ask him to give me his laptop charger and extra battery??
sad,i can't take u #serious unless u use #emojis
sad,"Back to forest drama -\nfrom my #Forest #music - series, 2016\n#nature #dark #art #photography #Finland"
happy,"â€œOptimism may sometimes be delusional, but pessimism is always delusional.â€ â€”Alan Cohen #believe"
sad,"God's love spring.Of one dat sunk his whole estate for d paltry bribe,of a single appleâ€“n yet proud of our ancestry?â¤ï¸ðŸ—¿"
sad,That house on #GrandDesigns isn't in a forest it's in a wibbly wobbly pine plantation
sad,Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:â€¦
happy,gloomy weather puts me in the best mood
neutral,Dad asked if I was too hungover to function today. Little does he know I stayed sober last night so i could get shit faced tonight ðŸ˜…
happy,The American Idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert I am forever grateful
angry,"tones - \n: 1/2 of my favourite chris pine stans. i love tones more than anything, mt sweet summer child i will attack anyone who hurts her"
neutral,"Amateurs sit and wait for inspiration, the rest of us just get up and go to work.' -- Stephen King #authors #serious #writingtip"
angry,"Pickles nearly had a fit, he barked and he barked and made little rushes."
angry,He shut the door in Nutkin's face.
angry,Old Mr. Brown turned up his eyes in disgust at the impertinence of Nutkin.
angry,"And to this day, if you meet Nutkin up a tree and ask him a riddle, he will throw sticks at you, and stamp his feet and scold, and shout--"
angry,"He's a bad kitten, Cousin Tabitha; he made a cat's cradle of my best bonnet last time I came to tea.
The rats get upon my nerves, Cousin Ribby,"" said Tabitha."
angry,"What do you mean by tumbling into my bed all covered with smuts? said the rat, chattering his teeth."
angry,Nonsense!
angry,"Tom Kitten bit and spit, and mewed and wriggled; and the rolling pin went roly-poly, roly; roly-poly, roly."
angry,"But Simpkin hid a little parcel privately in the tea-pot, and spit and growled at the tailor; and if Simpkin had been able to talk, he would have asked: Where is my MOUSE?"""
angry,Little Benjamin did not very much want to see his Aunt.
angry,"Listen to the story of Jemima Puddle-duck, who was annoyed because the farmer's wife would not let her hatch her own eggs."
angry,Jemima complained of the superfluous hen.
angry,"Go away, you bold bad spider!"
angry,Mrs. Tittlemouse looked at her severely.
angry,"Mrs. Tittle- mouse began to get cross.
I am not in the habit of letting lodgings; this is an intrusion!"" said Mrs. Tittlemouse."
angry,"Get out, you nasty old toad! shrieked Babbitty Bumble."
angry,I shall go distracted! scolded Mrs. Tittlemouse.
angry,"But the untidiness was something dreadful--""Never did I see such a mess--smears of honey; and moss, and thistledown--and marks of big and little dirty feet-- all over my nice clean house!"""
angry,The rabbits could not bear him; they could smell him half a mile off.
angry,"He was in disgrace; Flopsy wrung her ears, and slapped him."
angry,"What a nasty person!"" said Peter."
angry,"Mr. Tod was coming up Bull Banks, and he was in the very worst of tempers."
angry,First he had been upset by breaking the plate.
angry,Mr. Tod had had an unsatisfactory night.
angry,He made his way up the hill; his temper was not improved by noticing unmistakable marks of badger.
angry,Mr. Tod slapped his stick upon the earth and fumed; he guessed where Tommy Brock had gone to.
angry,He was further annoyed by the jay bird which followed him persistently.
angry,The sight that met Mr. Tod's eyes in Mr. Tod's kitchen made Mr. Tod furious.
angry,His whiskers bristled and his coat collar stood on end with rage.
angry,"When he was outside the house, he scratched up the earth with fury."
angry,"Then Mr. Tod rushed upon Tommy Brock, and Tommy Brock grappled with Mr. Tod amongst the broken crockery, and there was a terrific battle all over the kitchen."
angry,"After quarreling at supper, Flopsy and old Mr. Bouncer had passed a sleepless night, and quarrelled again at breakfast."
angry,Pigling Bland reproved Alexander.
angry,"Trap, trap, trap! cackle, cackle, cackle! scolded the disturbed cockerel."
angry,Pigling Bland refused quite crossly.
angry,When she felt the vegetables she became very very angry.
angry,And Mr. McGregor was very angry too.
angry,"She pulled them off the wall, smacked them, and took them back to the house."
angry,"My friends will arrive in a minute, and you are not fit to be seen; I am affronted, said Mrs. Tabitha Twitchit."
angry,Then Tom Thumb lost his temper.
angry,Then there was no end to the rage and disappointment of Tom Thumb and Hunca Munca.
happy,"Quite well, I thank you, and how do YOU do, my dear Ribby? said Duchess."
happy,I've brought you some flowers; what a delicious smell of pie!
happy,"Oh, what lovely flowers!
I am truly glad to hear it!"
happy,"Ribby and Duchess said good-bye affectionately, and Duchess started home."
happy,He has wriggled out and run away; and he is dancing a jig on top of the cupboard!
happy,"The little mice only laughed, and tried another tune--"
happy,"Benjamin, on the contrary, was perfectly at home, and ate a lettuce leaf."
happy,She rather fancied a tree stump amongst some tall foxgloves.
happy,The foxy gentleman admired them immensely.
happy,What a mercy that was not a pike! said Mr. Jeremy Fisher.
happy,Oh that IS lovely! said Lucie.
happy,And she gave them their nice clean clothes; and all the little animals and birds were so very much obliged to dear Mrs. Tiggy-winkle.
happy,"He was sitting all over a small rocking chair, twiddling his thumbs and smiling, with his feet on the fender."
happy,"Thank you, thank you, thank you, Mrs. Tittlemouse!
He sat and smiled, and the water dripped off his coat tails.
Thank you, thank you, Mrs. Tittlemouse!"
happy,"Thank you, thank you, thank you, Mrs. Tittlemouse!
Now what I really--REALLY should like-- would be a little dish of honey!"
happy,Old Mr. Bouncer coughed and laughed; and Tommy Brock puffed and grinned.
happy,"And Mr. Bouncer laughed and coughed, and shut his eyes because of the cabbage smoke .........."
happy,"Benjamin was so excited that it was a mercy he did not awake Tommy Brock, whose snores continued solemnly in Mr. Tod's bed."
happy,"The moment he had gone, Tommy Brock got up in a hurry; he rolled Mr. Tod's dressing-gown into a bundle, put it into the bed beneath the pail of water instead of himself, and left the room also-- grinning immensely."
happy,He was quite dry himself and grinning; and he threw the cup of scalding tea all over Mr. Tod.
happy,Great was old Mr. Bouncer's relief and Flopsy's joy when Peter and Benjamin arrived in triumph with the young family.
happy,"The eight little pigs had very fine appetites--""Yus, yus, yus! they eat and indeed they DO eat!"" said Aunt Pettitoes, looking at her family with pride."
happy,Alexander went into squeals of laughter.
happy,"But presently they made it up again, and trotted away together, singing--"
happy,A perfectly lovely little black Berkshire pig stood smiling beside him.
happy,"She dropped Pigling's hand and commenced to dance, singing-- presently."
happy,"They came to the river, they came to the bridge--they crossed it hand in hand--then over the hills and far away she danced with Pigling Bland!"
happy,"They had a large family, and they were very improvident and cheerful."
happy,The little Flopsy Bunnies slept delightfully in the warm sun.
happy,The little rabbits smiled sweetly in their sleep under the shower of grass; they did not awake because the lettuces had been so soporific.
happy,It laughed and chuckled when it heard Timmy's story.
happy,"Chippy Hackee was not too fat, but he did not want to come; he stayed down below and chuckled."
happy,Mittens laughed so that she fell off the wall.
happy,It's a very fine morning! said Mr. Drake Puddle-duck.
happy,Then they squeaked with joy!
sad,"She sat down again, and stared mournfully at the grate."
sad,"I'm in sad trouble, Cousin Ribby,"" said Tabitha, shedding tears."
